retrieved||,||target||,||id
0乘8分之2[Pspa]的cos[Pspa]3[Pspa]乘[var1][Pspa]次方[SEP][Pbeg]log[Psub][Plbb]0[Prbb][Pbeg]frac[Plbb]2[Prbb][Plbb][Pbeg]cos[Plbb][Pbeg]cos[Plbb][var1][Prbb][Prbb][Prbb] [SEP][Plbb]0[Prbb][Pexp][Plbb]2[Pplu][Pbeg]log[Psub][Plbb]7[Prbb][Pbeg]log[Psub][Plbb][var1][Prbb][Pbeg]log[Psub][Plbb]1[Prbb][var2][Prbb] [SEP][Pbeg]log[Psub][Plbb]2[Prbb][Plbb][var1][Prbb][Pexp][Plbb][Plsb]kz[Prsb][Pplu][var2][Prbb] [SEP][Pbeg]log[Psub][Plbb]2[Prbb][Plsb]3[Pbeg]frac[Plbb][var2][Prbb][Plbb][var1][Prbb][Prsb] [SEP][Pbeg]cos[Plbb][Pbeg]frac[Plbb][Plbb]2[Prbb][Pexp][Plbb][Pbeg]frac[Plbb]2[Plsb]4[Pplu][var2][Prsb][Prbb][Plbb][var1][Prbb][Prbb][Prbb][Plbb][Pbeg]frac[Plbb]9[Prbb][Plbb]3[Prbb][Prbb][Prbb] [SEP]||,||0[Plbb][Pbeg]frac[Plbb]2[Prbb][Plbb]8[Prbb][Prbb][Pexp][Plbb][Plsb][Pbeg]cos[Plbb]3[Prbb][Prsb][var1][Prbb] ||,||164
[var2]加4加[var1]的[var1]次方[SEP][Plbb][var2][Prbb][Pexp][Plbb]4[var1][Prbb] [SEP][Plbb][Pbeg]frac[Plbb]4[Prbb][Plbb][var2][Prbb][Prbb][Pexp][Plbb][var1][Prbb] [SEP][var2][Pplu][Plbb]4[Pplu][var1][Prbb][Pexp][Plbb]n[Prbb] [SEP][Pbeg]log[Psub][Plbb][Pbeg]log[Psub][Plbb]4[Prbb][var2][Prbb][var1] [SEP][Pbeg]frac[Plbb]4[Prbb][Plbb][var2][Pmin][Plsb][Pbeg]pi[Pplu][var1][Prsb][Prbb] [SEP]||,||[var2][Pplu][Plbb]4[Pplu][var1][Prbb][Pexp][Plbb]n[Prbb] ||,||165
tan[Pspa][var1][SEP][Pbeg]tan[Plbb][var1][Prbb] [SEP][Pbeg]tan[Plbb][Pbeg]sqrt[Plbb][var1][Prbb][Prbb] [SEP][Pbeg]tan[Plbb]1[Prbb] [SEP][Pbeg]tan[Plbb][Plbb][var1][Prbb][Pexp][Plbb][var2][Prbb][Prbb] [SEP][Plbb][var2][Prbb][Pexp][Plbb][Pbeg]tan[Plbb][var1][Prbb][Prbb] [SEP]||,||[Pbeg]tan[Plbb][var1][Prbb] ||,||166
1的7次方加9的[var1]次方[SEP][Plbb]1[Prbb][Pexp][Plbb]7[Prbb][Pplu][Plbb]9[Prbb][Pexp][Plbb][var1][Prbb] [SEP][var1][Plsb]9[Pplu][Plbb]7[Prbb][Pexp][Plbb]1[Prbb][Prsb] [SEP][Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pmin][Plsb]1[Pmin][var1][Prsb] [SEP][Plbb]9[Prbb][Pexp][Plbb]7[Prbb] [SEP][Plbb]7[Prbb][Pexp][Plbb][var1][Prbb] [SEP]||,||[Plbb]1[Prbb][Pexp][Plbb]7[Prbb][Pplu][Plbb]9[Prbb][Pexp][Plbb][var1][Prbb] ||,||167
[var1]加[var3]整個以4加2[var2]為底的對數[SEP][Pbeg]log[Psub][Plbb][Pbeg]log[Psub][Plbb]4[Prbb][var2][Prbb][var1] [SEP][Pbeg]log[Psub][Plbb]4[Pplu][Plsb]2[var2][Prsb][Prbb][Plsb][var1][Pplu][var3][Prsb] [SEP][Pbeg]log[Psub][Plbb]4[Pmin]2[Prbb][Plsb][var1][Pmin][var2][Prsb] [SEP][Plbb][var1][Prbb][Pexp][Plbb][Plbb]2[Prbb][Pexp][Plbb]4[Prbb][Prbb] [SEP][Pbeg]log[Psub][Plbb]1[Prbb]4[Pbeg]frac[Plbb][var2][Prbb][Plbb]4[var1][Prbb] [SEP]||,||[Pbeg]log[Psub][Plbb]4[Pplu][Plsb]2[var2][Prsb][Prbb][Plsb][var1][Pplu][var3][Prsb] ||,||168
3減[var2]分之[var1][SEP][Plsb][Pbeg]frac[Plbb][var3][Prbb][Plbb][var1][Prbb][Pmin][var2][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb] [SEP][Plsb][var1][Pmin][var3][Prsb][Plsb]3[Pplu][var2][Prsb] [SEP][Pbeg]log[Psub][Plbb][var1][Prbb][Pbeg]frac[Plbb]3[Prbb][Plbb][var2][Prbb] [SEP][Plbb]3[Prbb][Pexp][Plbb][var2][Pplu][var1][Prbb] [SEP]3[Pmin][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb] [SEP]||,||3[Pmin][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb] ||,||169
5的1次方的[var1]次方[SEP][Plbb][Plbb]5[Prbb][Pexp][Plbb]1[Prbb][Prbb][Pexp][Plbb][var1][Prbb] [SEP][Plbb]5[Prbb][Pexp][Plbb][Pbeg]sqrt[Plbb][Pbeg]sqrt[Plbb][var1][Prbb][Prbb][Prbb] [SEP][Plbb]5[Prbb][Pexp][Plbb][var1][Prbb] [SEP][var2][Plbb][Pbeg]sqrt[Plbb]5[Prbb][Prbb][Pexp][Plbb][var1][Prbb] [SEP]0[Pplu][Plbb]5[Prbb][Pexp][Plbb][var1][Prbb] [SEP]||,||[Plbb][Plbb]5[Prbb][Pexp][Plbb]1[Prbb][Prbb][Pexp][Plbb][var1][Prbb] ||,||170
log[Pspa]3[Pspa]0[SEP][Pbeg]log[Psub][Plbb]3[Prbb]0 [SEP][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]3[Prbb][Plbb]0[Prbb][Prbb][var1] [SEP][Pbeg]log[Psub][Plbb]3[var1][Prbb][var2] [SEP][Pbeg]log[Psub][Plbb][var1][Prbb][Pbeg]frac[Plbb]3[Prbb][Plbb][var2][Prbb] [SEP][Pbeg]sqrt[Plbb][Pbeg]log[Psub][Plbb]3[Prbb][var1][Prbb] [SEP]||,||[Pbeg]log[Psub][Plbb]3[Prbb]0 ||,||171
3[var1][SEP]3[var1] [SEP]3[Pmin][var1] [SEP]3[Pplu][var1] [SEP]5[var1] [SEP]4[Pplu][var1] [SEP]||,||3[var1] ||,||172
0的平方加log[Pspa]7[Pspa]log[Pspa][var1][Pspa]log[Pspa]1[Pspa]的[var2][SEP][Plbb]0[Prbb][Pexp][Plbb]2[Pplu][Pbeg]log[Psub][Plbb]7[Prbb][Pbeg]log[Psub][Plbb][var1][Prbb][Pbeg]log[Psub][Plbb]1[Prbb][var2][Prbb] [SEP][var2][Pmin][Pbeg]log[Psub][Plbb]0[Prbb][Plbb]1[Prbb][Pexp][Plbb][var1][Prbb] [SEP][Pbeg]log[Psub][Plbb]7[Prbb][var1][Pbeg]frac[Plbb][var3][Prbb][Plbb][var2][Prbb] [SEP][Plsb][Pbeg]sin[Plbb]0[Prbb][Prsb][Pplu][Plsb]7[Pplu][Pbeg]log[Psub][Plbb][var2][Prbb][var1][Prsb] [SEP][Pbeg]log[Psub][Plbb][var2][Prbb][Plsb]1[Pmin][Plsb]1[Pplu][var1][Prsb][Prsb] [SEP]||,||[Plbb]0[Prbb][Pexp][Plbb]2[Pplu][Pbeg]log[Psub][Plbb]7[Prbb][Pbeg]log[Psub][Plbb][var1][Prbb][Pbeg]log[Psub][Plbb]1[Prbb][var2][Prbb] ||,||173
根號[var1]分之5[SEP][Plbb]5[Prbb][Pexp][Plbb][Pbeg]sqrt[Plbb][Pbeg]sqrt[Plbb][var1][Prbb][Prbb][Prbb] [SEP][Pbeg]sqrt[Plbb][Pbeg]frac[Plbb]5[Prbb][Plbb][var1][Prbb][Prbb] [SEP][Plbb][Pbeg]frac[Plbb]5[Prbb][Plbb][Pbeg]tan[Plbb][var1][Prbb][Prbb][Prbb][Pexp][Plbb][Pbeg]tan[Plbb][var3][Pplu][Plsb][Pbeg]sqrt[Plbb][var2][Prbb][Prsb][Prbb][Prbb] [SEP][Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pplu][Plsb][Plbb]7[Prbb][Pexp][Plbb][var1][Prbb][Pmin][Pbeg]frac[Plbb]5[Prbb][Plbb][var3][Pplu][var2][Prbb][Prsb] [SEP][var2][Plbb][Pbeg]sqrt[Plbb]5[Prbb][Prbb][Pexp][Plbb][var1][Prbb] [SEP]||,||[Pbeg]sqrt[Plbb][Pbeg]frac[Plbb]5[Prbb][Plbb][var1][Prbb][Prbb] ||,||174
7減[var1][SEP][Plbb]7[Prbb][Pexp][Plbb][var1][Prbb] [SEP]7[Pmin][var1] [SEP]7[Pmin][Plsb][var1][Pmin][var2][Prsb] [SEP][var1][Plsb][Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pmin][var2][Prsb] [SEP][Plsb][var1][Pplu][var2][Prsb][Pmin][Plsb]7[var3][Prsb] [SEP]||,||7[Pmin][var1] ||,||175
[var2]減[Pspa]1的[var1]次方[Pspa]以0為底的對數[SEP][var2][Pmin][Pbeg]log[Psub][Plbb]0[Prbb][Plbb]1[Prbb][Pexp][Plbb][var1][Prbb] [SEP][Pbeg]log[Psub][Plbb][var2][Prbb][Plsb]1[Pmin][Plsb]1[Pplu][var1][Prsb][Prsb] [SEP][Pbeg]log[Psub][Plbb][var1][Prbb][Plsb]1[Pmin][var2][Prsb] [SEP][Plsb]0[var3][Prsb][Pmin][Plsb][var1][Pmin][var2][Prsb] [SEP][Pbeg]frac[Plbb]0[Pplu][Plsb]0[Pmin]1[Prsb][Prbb][Plbb][var1][Prbb] [SEP]||,||[var2][Pmin][Pbeg]log[Psub][Plbb]0[Prbb][Plbb]1[Prbb][Pexp][Plbb][var1][Prbb] ||,||176
8減[Pspa]1[SEP][Plbb]8[Prbb][Pexp][Plbb][Pbeg]log[Psub][Plbb]1[Prbb][Pbeg]frac[Plbb]1[Prbb][Plbb]1[Prbb][Prbb] [SEP][Plbb]8[Prbb][Pexp][Plbb][var1][Prbb] [SEP][var1][Plbb]1[Prbb][Pexp][Plbb][var2][Prbb] [SEP][var1][Plsb]9[Pplu][Plbb]7[Prbb][Pexp][Plbb]1[Prbb][Prsb] [SEP][Plbb]1[Prbb][Pexp][Plbb]7[Prbb][Pplu][Plbb]9[Prbb][Pexp][Plbb][var1][Prbb] [SEP]||,||8[Pmin]1 ||,||177
6[var1]乘pw[SEP][Pbeg]log[Psub][Plbb][var2][Prbb][var1][Pmin][Pbeg]log[Psub][Plbb]6[Prbb][var3] [SEP][Plbb]6[Prbb][Pexp][Plbb][Pbeg]log[Psub][Plbb]6[Prbb][var1][Prbb] [SEP][Plbb]6[Prbb][Pexp][Plbb][var1][Prbb][Pmin][var2] [SEP][Plsb]6[Pplu][var2][Prsb][Pplu][Plbb][var1][Prbb][Pexp][Plbb][var3][Prbb] [SEP][Plsb]6[var1][Prsb][Plsb]pw[Prsb] [SEP]||,||[Plsb]6[var1][Prsb][Plsb]pw[Prsb] ||,||178
[var2]分之[var1]以[var4]為底的對數整個[var3]次方[SEP][Plbb][Pbeg]log[Psub][Plbb][var4][Prbb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Prbb][Pexp][Plbb][var3][Prbb] [SEP][Pbeg]frac[Plbb][var3][Prbb][Plbb][Pbeg]log[Psub][Plbb][var1][Prbb][var2][Prbb] [SEP][Pbeg]log[Psub][Plbb][var4][Pmin][var1][Prbb][Plbb][var2][Prbb][Pexp][Plbb][var3][Prbb] [SEP][Plsb][Pbeg]log[Psub][Plbb][var3][Prbb][var4][Pmin][var2][Prsb][var1] [SEP][Pbeg]frac[Plbb][Plsb]cc[Prsb][var4][Prbb][Plbb][var1][Prbb][Plbb][var3][Prbb][Pexp][Plbb][var2][Prbb] [SEP]||,||[Plbb][Pbeg]log[Psub][Plbb][var4][Prbb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Prbb][Pexp][Plbb][var3][Prbb] ||,||179
3乘上括號[var2]加[var1][SEP][Plsb][var1][Pmin][var3][Prsb][Plsb]3[Pplu][var2][Prsb] [SEP][Plbb]3[Prbb][Pexp][Plbb][var2][Pplu][var1][Prbb] [SEP][Plsb][Pbeg]frac[Plbb][var3][Prbb][Plbb][var1][Prbb][Pmin][var2][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb] [SEP][Pbeg]log[Psub][Plbb][var1][Prbb][Pbeg]frac[Plbb]3[Prbb][Plbb][var2][Prbb] [SEP][Plbb]3[Prbb][Pexp][Plbb][var1][Prbb] [SEP]||,||3[Plsb][var2][Pplu][var1][Prsb] ||,||180
cos[Pspa]7[SEP][Pbeg]cos[Plbb]7[Prbb] [SEP][Pbeg]sin[Plbb]7[Prbb] [SEP][Pbeg]tan[Plbb]7[Prbb] [SEP][Plbb]7[Prbb][Pexp][Plbb][var1][Prbb] [SEP][Pbeg]cos[Plbb][Pbeg]frac[Plbb]7[Prbb][Plbb][var1][Pmin][var2][Prbb][Prbb] [SEP]||,||[Pbeg]cos[Plbb]7[Prbb] ||,||181
9減括號3減[var1]以4為底的對數[SEP][Plsb][Pbeg]frac[Plbb][var3][Prbb][Plbb][var1][Prbb][Pmin][var2][Prsb][Plsb]3[Pmin][Pbeg]pi[Prsb] [SEP][Pbeg]frac[Plbb][var1][Prbb][Plbb][Pbeg]frac[Plbb]3[Prbb][Plbb][Plsb][Pbeg]sqrt[Plbb]11[Prbb][Prsb][var2][Prbb][Prbb] [SEP][Pbeg]log[Psub][Plbb]9[Prbb][var2][Pplu][Plsb]3[Pplu][var1][Prsb] [SEP]9[Pmin][Plsb]3[Pmin][Pbeg]log[Psub][Plbb]4[Prbb][var1][Prsb] [SEP][Plbb]4[Prbb][Pexp][Plbb][Plbb][var1][Pplu][Plsb]7[Pmin]4[Prsb][Prbb][Pexp][Plbb][Pbeg]frac[Plbb]3[Prbb][Plbb][var2][Prbb][Prbb][Prbb] [SEP]||,||9[Pmin][Plsb]3[Pmin][Pbeg]log[Psub][Plbb]4[Prbb][var1][Prsb] ||,||182
7減括號[var1]減[var2][SEP][var1][Plsb][Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pmin][var2][Prsb] [SEP][Plsb][var1][Pplu][var2][Prsb][Pmin][Plsb]7[var3][Prsb] [SEP][Plbb]7[Prbb][Pexp][Plbb][var1][Prbb] [SEP][Pbeg]log[Psub][Plbb]7[Prbb][var1][Pbeg]frac[Plbb][var3][Prbb][Plbb][var2][Prbb] [SEP][Pbeg]log[Psub][Plbb]7[Pmin][var1][Prbb][var2] [SEP]||,||7[Pmin][Plsb][var1][Pmin][var2][Prsb] ||,||183
1的[var1]次方[SEP][var1][Plbb]1[Prbb][Pexp][Plbb][var2][Prbb] [SEP][Plbb]1[Prbb][Pexp][Plbb][var1][Prbb] [SEP][Plbb]1[Prbb][Pexp][Plbb][var2][Prbb][Pmin][var1] [SEP][Plbb]1[Prbb][Pexp][Plbb][var2][Pmin][var1][Prbb] [SEP][var1][Pplu][Plbb]1[Prbb][Pexp][Plbb][var2][Prbb] [SEP]||,||[Plbb]1[Prbb][Pexp][Plbb][var1][Prbb] ||,||184
6分之9[SEP][Pbeg]frac[Plbb]6[Prbb][Plbb]9[Prbb] [SEP][Plbb]9[Prbb][Pexp][Plbb]7[Prbb] [SEP][Pbeg]frac[Plbb][Pbeg]frac[Plbb]9[Prbb][Plbb]9[Prbb][Prbb][Plbb][var2][Pmin][Plsb]6[Pplu][var1][Prsb][Prbb] [SEP][Pbeg]sqrt[Plbb]9[Prbb] [SEP][Pbeg]frac[Plbb]9[Prbb][Plbb]8[Prbb] [SEP]||,||[Pbeg]frac[Plbb]6[Prbb][Plbb]9[Prbb] ||,||185
[var1]以0為底的對數[SEP][var2][Pmin][Pbeg]log[Psub][Plbb]0[Prbb][Plbb]1[Prbb][Pexp][Plbb][var1][Prbb] [SEP][Plsb]0[var3][Prsb][Pmin][Plsb][var1][Pmin][var2][Prsb] [SEP][Pbeg]log[Psub][Plbb]0[Prbb][var1] [SEP][Pbeg]log[Psub][Plbb][var4][Pmin][var1][Prbb][Plbb][var2][Prbb][Pexp][Plbb][var3][Prbb] [SEP][Pbeg]cos[Plbb][Pbeg]log[Psub][Plbb]0[Prbb][Plsb][var2][Pplu][var1][Prsb][Prbb] [SEP]||,||[Pbeg]log[Psub][Plbb]0[Prbb][var1] ||,||186
根號[var1]分之6加5[Pspa]分之8[SEP][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Pmin][Pbeg]frac[Plbb][var3][Prbb][Plbb]7[Pmin][var1][Prbb][Prbb][Plbb][Pbeg]sqrt[Plbb][var2][Prbb][Prbb][Prbb][Plsb][Pbeg]cos[Plbb][Plbb][var4][Prbb][Pexp][Plbb][var5][Prbb][Prbb][Prsb] [SEP][Plsb][Pbeg]sqrt[Plbb]7[Prbb][Prsb][Pplu][Plsb][Plbb]7[Prbb][Pexp][Plbb][var1][Prbb][Pmin][Pbeg]frac[Plbb]5[Prbb][Plbb][var3][Pplu][var2][Prbb][Prsb] [SEP][Plbb]6[Prbb][Pexp][Plbb][Pbeg]frac[Plbb][Pbeg]frac[Plbb][var1][Prbb][Plbb][var2][Prbb][Prbb][Plbb][Pbeg]pi[Prbb][Prbb] [SEP][Pbeg]log[Psub][Plbb][var2][Prbb][var1][Pmin][Pbeg]log[Psub][Plbb]6[Prbb][var3] [SEP][Plbb][var1][Prbb][Pexp][Plbb][Plbb]6[Prbb][Pexp][Plbb]7[Prbb][Prbb] [SEP]||,||[Pbeg]frac[Plbb]8[Prbb][Plbb][Plsb][Pbeg]sqrt[Plbb][Pbeg]frac[Plbb]6[Prbb][Plbb][var1][Prbb][Prbb][Prsb][Pplu]5[Prbb] ||,||187
sin[Pspa][var1][SEP][Pbeg]sin[Plbb][var1][Prbb] [SEP][Pbeg]sin[Plbb][Pbeg]sin[Plbb][var1][Prbb][Prbb] [SEP][Pbeg]sin[Plbb][var1][Pplu][var2][Prbb] [SEP][Pbeg]sqrt[Plbb][Pbeg]sin[Plbb][var1][Prbb][Prbb] [SEP][Plsb][Pbeg]sin[Plbb][var2][Prbb][Prsb][var1] [SEP]||,||[Pbeg]sin[Plbb][var1][Prbb] ||,||188
cos[Pspa][var1][SEP][Pbeg]cos[Plbb][var1][Prbb] [SEP][var1][Pplu][Plsb][Pbeg]cos[Plbb][var2][Prbb][Prsb] [SEP][Pbeg]cos[Plbb][Pbeg]pi[Prbb] [SEP][var2][Pmin][Plsb][Pbeg]cos[Plbb][var1][Prbb][Prsb] [SEP][Pbeg]sqrt[Plbb][Pbeg]cos[Plbb][var1][Prbb][Prbb] [SEP]||,||[Pbeg]cos[Plbb][var1][Prbb] ||,||189
cos[Pspa]4[SEP][Pbeg]cos[Plbb]4[Prbb] [SEP][Pbeg]sin[Plbb]4[Prbb] [SEP][Pbeg]tan[Plbb]4[Prbb] [SEP][Pbeg]sqrt[Plbb]4[Prbb] [SEP][Pbeg]cos[Plbb][Pbeg]pi[Prbb] [SEP]||,||[Pbeg]cos[Plbb]4[Prbb] ||,||190
1減[var2]整個乘上[var1][SEP][var1][Plbb]1[Prbb][Pexp][Plbb][var2][Prbb] [SEP][Plbb]1[Prbb][Pexp][Plbb][var2][Prbb][Pmin][var1] [SEP][Plbb]1[Prbb][Pexp][Plbb][var2][Pmin][var1][Prbb] [SEP][var1][Pplu][Plbb]1[Prbb][Pexp][Plbb][var2][Prbb] [SEP][Pbeg]frac[Plbb]1[Prbb][Plbb][Plbb][var2][Prbb][Pexp][Plbb][var1][Prbb][Prbb] [SEP]||,||[Plsb]1[Pmin][var2][Prsb][var1] ||,||191
6的log[Pspa]6[Pspa][var1][Pspa]次方[SEP][Pbeg]log[Psub][Plbb][var2][Prbb][var1][Pmin][Pbeg]log[Psub][Plbb]6[Prbb][var3] [SEP][Plbb]6[Prbb][Pexp][Plbb][Pbeg]log[Psub][Plbb]6[Prbb][var1][Prbb] [SEP][Pbeg]log[Psub][Plbb]6[Prbb][var1] [SEP][Pbeg]log[Psub][Plbb]6[Prbb][Plsb][Pbeg]sin[Plbb][var1][Prbb][Prsb] [SEP][Plbb]6[Prbb][Pexp][Plbb][var1][Prbb][Pmin][var2] [SEP]||,||[Plbb]6[Prbb][Pexp][Plbb][Pbeg]log[Psub][Plbb]6[Prbb][var1][Prbb] ||,||192
9[var1][SEP]9[var1] [SEP]9[Pmin][var1] [SEP][Plbb]9[Prbb][Pexp][Plbb][var1][Prbb] [SEP][Pbeg]sqrt[Plbb]9[Prbb] [SEP]9[Plsb]39[Prsb] [SEP]||,||9[var1] ||,||193
[var1]的2的4次方[SEP][Plbb][var1][Prbb][Pexp][Plbb][Plbb]2[Prbb][Pexp][Plbb]4[Prbb][Prbb] [SEP][Plbb][var2][Prbb][Pexp][Plbb]4[var1][Prbb] [SEP][Plsb]2[Pmin]4[Prsb][Pmin][var1] [SEP][Pbeg]log[Psub][Plbb]4[Pmin]2[Prbb][Plsb][var1][Pmin][var2][Prsb] [SEP][var2][Pplu][Plbb]4[Pplu][var1][Prbb][Pexp][Plbb]n[Prbb] [SEP]||,||[Plbb][var1][Prbb][Pexp][Plbb][Plbb]2[Prbb][Pexp][Plbb]4[Prbb][Prbb] ||,||194
根號[var1][SEP]1[Pmin][Plsb][Pbeg]sqrt[Plbb][var1][Prbb][Prsb] [SEP][Pbeg]sqrt[Plbb][var1][Prbb] [SEP][Plbb][var1][Prbb][Pexp][Plbb][var2][Prbb][var3] [SEP][Plbb][var2][Prbb][Pexp][Plbb][var1][Prbb] [SEP][var1][Pmin]R [SEP]||,||[Pbeg]sqrt[Plbb][var1][Prbb] ||,||195
5的[var1]次方[SEP][Plbb]5[Prbb][Pexp][Plbb][Pbeg]sqrt[Plbb][Pbeg]sqrt[Plbb][var1][Prbb][Prbb][Prbb] [SEP][Plbb]5[Prbb][Pexp][Plbb][var1][Prbb] [SEP][var2][Plbb][Pbeg]sqrt[Plbb]5[Prbb][Prbb][Pexp][Plbb][var1][Prbb] [SEP][Plbb][Plbb]5[Prbb][Pexp][Plbb]1[Prbb][Prbb][Pexp][Plbb][var1][Prbb] [SEP][Pbeg]sqrt[Plbb][Pbeg]frac[Plbb]5[Prbb][Plbb][var1][Prbb][Prbb] [SEP]||,||[Plbb]5[Prbb][Pexp][Plbb][var1][Prbb] ||,||196
[var1]分之0[SEP][Plsb]0[var3][Prsb][Pmin][Plsb][var1][Pmin][var2][Prsb] [SEP][Plsb]cp[Prsb][Pmin][Pbeg]frac[Plbb]0[Prbb][Plbb][var1][Prbb] [SEP][Pbeg]frac[Plbb]0[Prbb][Plbb][var1][Prbb] [SEP][var2][Plsb]0[Pplu][var1][Prsb] [SEP][Plsb]0[Pplu][var2][Prsb][Pmin][var1] [SEP]||,||[Pbeg]frac[Plbb]0[Prbb][Plbb][var1][Prbb] ||,||197
[var1]加cos[Pspa]5[Pspa]分之[var3]的[var2]次方[SEP][Pbeg]frac[Plbb][Plbb][var3][Prbb][Pexp][Plbb][var2][Prbb][Prbb][Plbb][var1][Pplu][Plsb][Pbeg]cos[Plbb]5[Prbb][Prsb][Prbb] [SEP][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Pmin][Pbeg]frac[Plbb][var3][Prbb][Plbb]7[Pmin][var1][Prbb][Prbb][Plbb][Pbeg]sqrt[Plbb][var2][Prbb][Prbb][Prbb][Plsb][Pbeg]cos[Plbb][Plbb][var4][Prbb][Pexp][Plbb][var5][Prbb][Prbb][Prsb] [SEP][var3][Pmin][Pbeg]log[Psub][Plbb][Pbeg]frac[Plbb]5[Prbb][Plbb][var1][Prbb][Prbb][var2] [SEP][Pbeg]frac[Plbb]5[Pmin][var1][Prbb][Plbb][Pbeg]log[Psub][Plbb][Pbeg]tan[Plbb][var2][Prbb][Prbb][var3][Prbb] [SEP][Plbb][Pbeg]frac[Plbb]5[Prbb][Plbb][Pbeg]tan[Plbb][var1][Prbb][Prbb][Prbb][Pexp][Plbb][Pbeg]tan[Plbb][var3][Pplu][Plsb][Pbeg]sqrt[Plbb][var2][Prbb][Prsb][Prbb][Prbb] [SEP]||,||[Pbeg]frac[Plbb][Plbb][var3][Prbb][Pexp][Plbb][var2][Prbb][Prbb][Plbb][var1][Pplu][Plsb][Pbeg]cos[Plbb]5[Prbb][Prsb][Prbb] ||,||198
0減9[SEP][Plbb]9[Prbb][Pexp][Plbb][var1][Prbb] [SEP][Pbeg]sqrt[Plbb]9[Prbb] [SEP][Plsb]0[var3][Prsb][Pmin][Plsb][var1][Pmin][var2][Prsb] [SEP][Pbeg]sqrt[Plbb]0[Prbb] [SEP][Pbeg]frac[Plbb][var1][Prbb][Plbb][Plbb]9[Prbb][Pexp][Plbb]1[Prbb][Prbb] [SEP]||,||0[Pmin]9 ||,||199
cos[Pspa]8以根號[var1]為底的對數[SEP][Pbeg]frac[Plbb][var2][Prbb][Plbb][Pbeg]log[Psub][Plbb]8[Prbb][Plsb][Plsb][var1][Pmin][var4][Prsb][Pmin][var3][Prsb][Prbb] [SEP][Pbeg]cos[Plbb][Pbeg]log[Psub][Plbb][Pbeg]sqrt[Plbb][var1][Prbb][Prbb]8[Prbb] [SEP][Pbeg]log[Psub][Plbb]8[Prbb][Plsb][Pbeg]sin[Plbb]8[Prbb][Prsb] [SEP][Pbeg]log[Psub][Plbb][Pbeg]cos[Plbb][Pbeg]sin[Plbb][var2][Prbb][Prbb][Prbb][var1] [SEP][Pbeg]log[Psub][Plbb]7[Prbb][var1][Pbeg]frac[Plbb][var3][Prbb][Plbb][var2][Prbb] [SEP]||,||[Pbeg]cos[Plbb][Pbeg]log[Psub][Plbb][Pbeg]sqrt[Plbb][var1][Prbb][Prbb]8[Prbb] ||,||200
根號8加括號0減[var2]加[var1][SEP][Plsb][Plsb][Pbeg]sqrt[Plbb]8[Prbb][Prsb][Pplu][Plsb]0[Pmin][var2][Prsb][Prsb][Pplu][var1] [SEP][Plsb]0[var3][Prsb][Pmin][Plsb][var1][Pmin][var2][Prsb] [SEP][Plsb][Plsb]8[Pplu][var4][Prsb][Pmin][Plsb][var3][Pplu][var2][Prsb][Prsb][var1] [SEP][Plsb][var3][Pmin][var1][Prsb][Pmin][Plsb]8[Pplu][var2][Prsb] [SEP][Plbb][Plbb]8[Prbb][Pexp][Plbb][var2][Prbb][Pmin][Pbeg]pi[Prbb][Pexp][Plbb][Plbb]7[var1][Prbb][Pexp][Plbb][Pbeg]frac[Plbb]0[Prbb][Plbb][var3][Prbb][Prbb][Prbb] [SEP]||,||[Plsb][Plsb][Pbeg]sqrt[Plbb]8[Prbb][Prsb][Pplu][Plsb]0[Pmin][var2][Prsb][Prsb][Pplu][var1] ||,||201
